order_date,product_name,product_category,ram,rom,processor,display_resolution,quantity,price_each
13-03-2023,Dell Laptop,Laptop,8GB,1TB,i5,4K,1,60000
13-03-2023,Asus Laptop,Laptop,8GB,1TB,Ryzen 5,4K,1,56000
13-03-2023,Dell Laptop,Laptop,16GB,1TB,Ryzen 5,FHD,1,47000
14-03-2023,Asus Laptop,Laptop,8GB,512GB,Ryzen 7,FHD,1,72000
14-03-2023,HP Laptop,Laptop,8GB,1TB,i9,4K,1,83000
14-03-2023,Dell Laptop,Laptop,16GB,512GB,Ryzen 5,4K,1,44000
14-03-2023,Asus Laptop,Laptop,8GB,512GB,i7,FHD,1,61000
14-03-2023,HP Laptop,Laptop,16GB,2TB,i5,FHD,1,43000
14-03-2023,Asus Laptop,Laptop,8GB,1TB,Ryzen 5,4K,1,67000
14-03-2023,Asus Laptop,Laptop,16GB,1TB,Ryzen 5,FHD,1,65000
14-03-2023,Lenovo Laptop,Laptop,16GB,1TB,i7,4K,1,72000
14-03-2023,HP Laptop,Laptop,8GB,512GB,Ryzen 5,FHD,1,64000
14-03-2023,Asus Laptop,Laptop,16GB,1TB,i7,4K,1,87000
14-03-2023,HP Laptop,Laptop,8GB,1TB,Ryzen 7,FHD,1,87000
15-03-2023,Dell Laptop,Laptop,8GB,1TB,i5,FHD,1,56000
15-03-2023,Lenovo Laptop,Laptop,16GB,512GB,i5,FHD,1,67000
15-03-2023,HP Laptop,Laptop,8GB,2TB,i5,FHD,1,51000
15-03-2023,HP Laptop,Laptop,8GB,1TB,i5,FHD,1,45000
15-03-2023,Lenovo Laptop,Laptop,8GB,1TB,i5,FHD,1,66000
15-03-2023,Dell Laptop,Laptop,32GB,1TB,Ryzen 5,FHD,1,53000
16-03-2023,Asus Laptop,Laptop,16GB,512GB,Ryzen 3,FHD,1,49000
16-03-2023,Dell Laptop,Laptop,8GB,1TB,i7,FHD,1,68000
16-03-2023,Asus Laptop,Laptop,8GB,1TB,Ryzen 7,4K,1,77000
16-03-2023,Asus Laptop,Laptop,16GB,512GB,i5,FHD,1,48000
16-03-2023,Dell Laptop,Laptop,16GB,512GB,i5,FHD,1,48000
16-03-2023,Asus Laptop,Laptop,16GB,1TB,i7,FHD,1,76000
16-03-2023,Asus Laptop,Laptop,8GB,1TB,Ryzen 9,4K,1,115000
16-03-2023,HP Laptop,Laptop,8GB,512GB,i5,FHD,1,55000
16-03-2023,Asus Laptop,Laptop,8GB,1TB,i5,FHD,1,60000
16-03-2023,Asus Laptop,Laptop,8GB,1TB,Ryzen 3,FHD,1,37000
16-03-2023,Dell Laptop,Laptop,8GB,512GB,Ryzen 5,FHD,1,60000
17-03-2023,HP Laptop,Laptop,16GB,1TB,i7,4K,1,88000
17-03-2023,Asus Laptop,Laptop,8GB,2TB,i5,FHD,1,46000
17-03-2023,Dell Laptop,Laptop,16GB,1TB,i5,FHD,1,40000
17-03-2023,Lenovo Laptop,Laptop,8GB,1TB,i5,FHD,1,67000
17-03-2023,Dell Laptop,Laptop,16GB,1TB,Ryzen 7,4K,1,61000
18-03-2023,Asus Laptop,Laptop,16GB,1TB,Ryzen 7,4K,1,62000
18-03-2023,Lenovo Laptop,Laptop,16GB,1TB,Ryzen 5,FHD,1,67000
18-03-2023,Asus Laptop,Laptop,8GB,512GB,Ryzen 5,4K,1,61000
18-03-2023,Asus Laptop,Laptop,8GB,1TB,i5,FHD,1,50000
18-03-2023,HP Laptop,Laptop,8GB,512GB,i5,4K,1,42000
18-03-2023,Asus Laptop,Laptop,8GB,512GB,Ryzen 5,FHD,1,67000
19-03-2023,Dell Laptop,Laptop,16GB,512GB,Ryzen 5,FHD,1,41000
19-03-2023,HP Laptop,Laptop,16GB,1TB,i7,FHD,1,86000
19-03-2023,Asus Laptop,Laptop,16GB,1TB,Ryzen 5,FHD,1,66000
19-03-2023,HP Laptop,Laptop,8GB,1TB,i5,4K,1,69000
19-03-2023,Lenovo Laptop,Laptop,8GB,1TB,Ryzen 3,FHD,1,37000
19-03-2023,Asus Laptop,Laptop,8GB,1TB,i5,4K,1,67000
19-03-2023,HP Laptop,Laptop,8GB,1TB,i5,4K,1,59000
19-03-2023,Dell Laptop,Laptop,8GB,512GB,i5,FHD,1,59000
20-03-2023,HP Laptop,Laptop,8GB,512GB,Ryzen 7,4K,1,62000
20-03-2023,Lenovo Laptop,Laptop,8GB,1TB,Ryzen 5,FHD,1,51000
20-03-2023,HP Laptop,Laptop,16GB,1TB,i9,4K,1,116000
20-03-2023,Asus Laptop,Laptop,8GB,1TB,i5,FHD,1,49000
20-03-2023,Asus Laptop,Laptop,8GB,1TB,Ryzen 5,FHD,1,63000
20-03-2023,Asus Laptop,Laptop,8GB,512GB,Ryzen 7,FHD,1,77000
20-03-2023,HP Laptop,Laptop,16GB,1TB,i7,FHD,1,63000
21-03-2023,HP Laptop,Laptop,16GB,512GB,i5,FHD,1,41000
21-03-2023,Dell Laptop,Laptop,8GB,1TB,i5,FHD,1,48000
21-03-2023,Asus Laptop,Laptop,16GB,512GB,Ryzen 5,4K,1,62000
21-03-2023,Dell Laptop,Laptop,16GB,512GB,Ryzen 5,FHD,1,44000
21-03-2023,Asus Laptop,Laptop,8GB,1TB,i5,4K,1,50000
21-03-2023,Asus Laptop,Laptop,8GB,1TB,i5,4K,1,55000
21-03-2023,HP Laptop,Laptop,8GB,1TB,i5,FHD,1,55000
21-03-2023,HP Laptop,Laptop,8GB,512GB,i7,FHD,1,76000
22-03-2023,HP Laptop,Laptop,8GB,1TB,Ryzen 7,FHD,1,69000
22-03-2023,HP Laptop,Laptop,8GB,1TB,i7,FHD,1,78000
22-03-2023,Dell Laptop,Laptop,8GB,1TB,Ryzen 5,FHD,1,59000
22-03-2023,Asus Laptop,Laptop,16GB,512GB,Ryzen 5,4K,1,43000
22-03-2023,Lenovo Laptop,Laptop,16GB,512GB,Ryzen 7,FHD,1,64000
23-03-2023,Lenovo Laptop,Laptop,8GB,1TB,Ryzen 5,FHD,1,63000
23-03-2023,Dell Laptop,Laptop,8GB,512GB,Ryzen 7,FHD,1,83000
23-03-2023,Dell Laptop,Laptop,8GB,1TB,i7,4K,1,81000
23-03-2023,HP Laptop,Laptop,16GB,512GB,i5,4K,1,42000
23-03-2023,HP Laptop,Laptop,8GB,1TB,i5,FHD,1,52000
24-03-2023,Asus Laptop,Laptop,8GB,2TB,Ryzen 3,FHD,1,32000
24-03-2023,Dell Laptop,Laptop,16GB,1TB,i3,FHD,1,32000
24-03-2023,Dell Laptop,Laptop,16GB,1TB,i5,FHD,1,56000
24-03-2023,HP Laptop,Laptop,8GB,1TB,i5,4K,1,42000
24-03-2023,Asus Laptop,Laptop,16GB,512GB,i5,4K,1,44000
24-03-2023,Asus Laptop,Laptop,16GB,512GB,i5,FHD,1,57000
24-03-2023,Dell Laptop,Laptop,16GB,1TB,i7,FHD,1,78000
24-03-2023,Dell Laptop,Laptop,8GB,1TB,i5,4K,1,64000
25-03-2023,Dell Laptop,Laptop,16GB,512GB,i7,4K,1,72000
25-03-2023,Lenovo Laptop,Laptop,8GB,512GB,Ryzen 5,FHD,1,51000
25-03-2023,Lenovo Laptop,Laptop,16GB,1TB,i7,FHD,1,83000
25-03-2023,Asus Laptop,Laptop,8GB,2TB,Ryzen 5,4K,1,47000
25-03-2023,Lenovo Laptop,Laptop,8GB,1TB,Ryzen 7,FHD,1,76000
25-03-2023,Asus Laptop,Laptop,8GB,512GB,Ryzen 9,4K,1,96000
26-03-2023,Lenovo Laptop,Laptop,8GB,512GB,i5,FHD,1,51000
26-03-2023,Dell Laptop,Laptop,8GB,1TB,Ryzen 5,FHD,1,59000
26-03-2023,Asus Laptop,Laptop,8GB,1TB,i7,FHD,1,70000
26-03-2023,Asus Laptop,Laptop,8GB,2TB,i7,FHD,1,90000
26-03-2023,Dell Laptop,Laptop,8GB,512GB,Ryzen 5,4K,1,63000
26-03-2023,Lenovo Laptop,Laptop,16GB,1TB,i7,4K,1,74000
27-03-2023,Lenovo Laptop,Laptop,16GB,1TB,Ryzen 5,4K,1,59000
27-03-2023,HP Laptop,Laptop,8GB,1TB,i5,4K,1,65000
27-03-2023,Asus Laptop,Laptop,8GB,512GB,Ryzen 9,4K,1,110000
27-03-2023,Lenovo Laptop,Laptop,8GB,1TB,i3,FHD,1,37000
27-03-2023,Asus Laptop,Laptop,8GB,1TB,Ryzen 5,FHD,1,47000
27-03-2023,Asus Laptop,Laptop,16GB,1TB,Ryzen 5,4K,1,65000
27-03-2023,HP Laptop,Laptop,16GB,512GB,i5,FHD,1,66000
27-03-2023,Lenovo Laptop,Laptop,8GB,2TB,Ryzen 5,FHD,1,59000
27-03-2023,Lenovo Laptop,Laptop,16GB,1TB,Ryzen 3,FHD,1,38000
27-03-2023,Asus Laptop,Laptop,8GB,1TB,i5,4K,1,47000
28-03-2023,HP Laptop,Laptop,8GB,512GB,Ryzen 3,FHD,1,44000
28-03-2023,Asus Laptop,Laptop,8GB,512GB,i9,4K,1,113000
28-03-2023,Lenovo Laptop,Laptop,8GB,1TB,Ryzen 5,FHD,1,53000
28-03-2023,Lenovo Laptop,Laptop,16GB,1TB,Ryzen 7,FHD,1,84000
28-03-2023,Lenovo Laptop,Laptop,8GB,1TB,i5,FHD,1,69000
28-03-2023,Asus Laptop,Laptop,8GB,1TB,i5,FHD,1,66000
28-03-2023,Dell Laptop,Laptop,32GB,512GB,i5,4K,1,67000
28-03-2023,Asus Laptop,Laptop,8GB,512GB,i7,FHD,1,90000
28-03-2023,Dell Laptop,Laptop,8GB,1TB,Ryzen 7,4K,1,74000
28-03-2023,Lenovo Laptop,Laptop,8GB,2TB,i5,FHD,1,55000
29-03-2023,Dell Laptop,Laptop,8GB,512GB,i5,4K,1,51000
29-03-2023,Asus Laptop,Laptop,8GB,1TB,i7,FHD,1,90000
29-03-2023,Dell Laptop,Laptop,8GB,1TB,i5,FHD,1,61000
29-03-2023,Asus Laptop,Laptop,8GB,1TB,i5,4K,1,50000
29-03-2023,HP Laptop,Laptop,16GB,1TB,Ryzen 3,FHD,1,31000
29-03-2023,HP Laptop,Laptop,8GB,1TB,Ryzen 5,FHD,1,43000
29-03-2023,Asus Laptop,Laptop,16GB,1TB,i9,4K,1,118000
29-03-2023,Asus Laptop,Laptop,8GB,512GB,i7,4K,1,70000
29-03-2023,Lenovo Laptop,Laptop,8GB,1TB,i5,4K,1,55000
30-03-2023,HP Laptop,Laptop,16GB,1TB,i5,4K,1,57000
30-03-2023,Lenovo Laptop,Laptop,8GB,1TB,Ryzen 5,FHD,1,44000
30-03-2023,HP Laptop,Laptop,32GB,1TB,Ryzen 7,4K,1,61000
30-03-2023,Dell Laptop,Laptop,8GB,1TB,Ryzen 7,FHD,1,64000
30-03-2023,Dell Laptop,Laptop,8GB,1TB,Ryzen 5,FHD,1,69000
30-03-2023,Dell Laptop,Laptop,16GB,1TB,Ryzen 5,4K,1,50000
31-03-2023,Lenovo Laptop,Laptop,8GB,1TB,Ryzen 5,FHD,1,51000
31-03-2023,Asus Laptop,Laptop,8GB,512GB,Ryzen 9,4K,1,91000
31-03-2023,Dell Laptop,Laptop,8GB,1TB,Ryzen 5,FHD,1,40000
31-03-2023,Dell Laptop,Laptop,16GB,1TB,Ryzen 3,FHD,1,37000
31-03-2023,Asus Laptop,Laptop,16GB,512GB,Ryzen 5,FHD,1,46000
31-03-2023,Lenovo Laptop,Laptop,16GB,512GB,i5,FHD,1,49000
31-03-2023,HP Laptop,Laptop,8GB,1TB,i7,FHD,1,90000
01-04-2023,Dell Laptop,Laptop,8GB,1TB,i5,FHD,1,41000
01-04-2023,Dell Laptop,Laptop,8GB,1TB,Ryzen 5,4K,1,61000
01-04-2023,Lenovo Laptop,Laptop,8GB,512GB,i5,4K,1,62000
01-04-2023,HP Laptop,Laptop,8GB,512GB,i5,FHD,1,49000
01-04-2023,Dell Laptop,Laptop,32GB,1TB,i5,FHD,1,43000
01-04-2023,HP Laptop,Laptop,16GB,1TB,Ryzen 5,4K,1,64000
01-04-2023,Lenovo Laptop,Laptop,8GB,1TB,i5,FHD,1,52000
01-04-2023,Lenovo Laptop,Laptop,8GB,1TB,i9,4K,1,91000
01-04-2023,Dell Laptop,Laptop,16GB,1TB,i5,FHD,1,47000
01-04-2023,Asus Laptop,Laptop,8GB,1TB,Ryzen 5,FHD,1,64000
01-04-2023,Lenovo Laptop,Laptop,8GB,512GB,i7,FHD,1,73000
01-04-2023,HP Laptop,Laptop,32GB,1TB,i5,4K,1,45000
01-04-2023,Lenovo Laptop,Laptop,8GB,512GB,Ryzen 5,4K,1,41000
01-04-2023,Dell Laptop,Laptop,8GB,1TB,i5,FHD,1,51000
01-04-2023,Dell Laptop,Laptop,8GB,2TB,i7,4K,1,88000
01-04-2023,Lenovo Laptop,Laptop,16GB,1TB,Ryzen 3,FHD,1,31000
01-04-2023,Dell Laptop,Laptop,8GB,1TB,i7,FHD,1,66000
02-04-2023,Lenovo Laptop,Laptop,8GB,1TB,Ryzen 5,FHD,1,56000
02-04-2023,Lenovo Laptop,Laptop,8GB,1TB,Ryzen 3,FHD,1,42000
02-04-2023,HP Laptop,Laptop,16GB,1TB,Ryzen 7,4K,1,78000
02-04-2023,Asus Laptop,Laptop,8GB,1TB,i5,FHD,1,46000
02-04-2023,Asus Laptop,Laptop,8GB,512GB,Ryzen 5,FHD,1,54000
02-04-2023,Dell Laptop,Laptop,16GB,1TB,Ryzen 3,FHD,1,47000
02-04-2023,HP Laptop,Laptop,8GB,1TB,i5,FHD,1,60000
02-04-2023,Asus Laptop,Laptop,8GB,1TB,i5,FHD,1,60000
02-04-2023,Dell Laptop,Laptop,16GB,1TB,i5,4K,1,60000
02-04-2023,HP Laptop,Laptop,16GB,1TB,i5,4K,1,44000
02-04-2023,Dell Laptop,Laptop,16GB,1TB,Ryzen 5,FHD,1,49000
02-04-2023,Dell Laptop,Laptop,8GB,1TB,Ryzen 5,4K,1,51000
02-04-2023,HP Laptop,Laptop,8GB,2TB,Ryzen 3,FHD,1,44000
02-04-2023,HP Laptop,Laptop,32GB,1TB,Ryzen 5,FHD,1,51000
02-04-2023,HP Laptop,Laptop,8GB,1TB,i7,4K,1,90000
02-04-2023,Dell Laptop,Laptop,8GB,1TB,i5,FHD,1,42000
02-04-2023,Lenovo Laptop,Laptop,8GB,2TB,i5,FHD,1,43000
02-04-2023,Lenovo Laptop,Laptop,16GB,512GB,Ryzen 5,FHD,1,42000
02-04-2023,Asus Laptop,Laptop,8GB,1TB,Ryzen 3,FHD,1,33000
02-04-2023,Asus Laptop,Laptop,8GB,512GB,Ryzen 3,FHD,1,43000
03-04-2023,HP Laptop,Laptop,8GB,512GB,Ryzen 3,FHD,1,38000
03-04-2023,Lenovo Laptop,Laptop,8GB,512GB,Ryzen 5,4K,1,67000
03-04-2023,Lenovo Laptop,Laptop,8GB,512GB,i5,FHD,1,48000
03-04-2023,Dell Laptop,Laptop,8GB,512GB,Ryzen 5,FHD,1,64000
03-04-2023,Lenovo Laptop,Laptop,8GB,1TB,i5,4K,1,43000
03-04-2023,Lenovo Laptop,Laptop,16GB,1TB,Ryzen 7,FHD,1,77000
03-04-2023,HP Laptop,Laptop,8GB,1TB,i7,FHD,1,80000
03-04-2023,HP Laptop,Laptop,16GB,512GB,Ryzen 7,FHD,1,85000
03-04-2023,Dell Laptop,Laptop,16GB,512GB,i5,4K,1,56000
03-04-2023,HP Laptop,Laptop,8GB,512GB,i7,FHD,1,79000
03-04-2023,Lenovo Laptop,Laptop,8GB,1TB,Ryzen 7,FHD,1,66000
03-04-2023,Dell Laptop,Laptop,8GB,1TB,i9,4K,1,111000
03-04-2023,Dell Laptop,Laptop,16GB,512GB,i5,4K,1,43000
03-04-2023,Asus Laptop,Laptop,8GB,1TB,i5,4K,1,43000
03-04-2023,Lenovo Laptop,Laptop,16GB,1TB,Ryzen 3,FHD,1,47000
04-04-2023,HP Laptop,Laptop,16GB,1TB,i9,4K,1,114000
04-04-2023,Asus Laptop,Laptop,8GB,512GB,i5,FHD,1,58000
04-04-2023,Asus Laptop,Laptop,8GB,512GB,i5,FHD,1,43000
04-04-2023,Lenovo Laptop,Laptop,8GB,512GB,i5,FHD,1,54000
04-04-2023,HP Laptop,Laptop,8GB,1TB,i9,4K,1,104000
04-04-2023,Lenovo Laptop,Laptop,16GB,512GB,i5,FHD,1,47000
04-04-2023,Asus Laptop,Laptop,16GB,1TB,Ryzen 7,FHD,1,71000
04-04-2023,HP Laptop,Laptop,8GB,2TB,Ryzen 9,4K,1,87000
04-04-2023,Lenovo Laptop,Laptop,8GB,1TB,i7,FHD,1,69000
04-04-2023,Lenovo Laptop,Laptop,8GB,1TB,Ryzen 3,FHD,1,33000
04-04-2023,Dell Laptop,Laptop,8GB,1TB,i5,FHD,1,65000
04-04-2023,HP Laptop,Laptop,16GB,1TB,Ryzen 5,FHD,1,66000
04-04-2023,Lenovo Laptop,Laptop,16GB,1TB,Ryzen 3,FHD,1,48000
05-04-2023,Asus Laptop,Laptop,8GB,1TB,i5,FHD,1,64000
05-04-2023,Lenovo Laptop,Laptop,16GB,1TB,i5,FHD,1,43000
05-04-2023,HP Laptop,Laptop,16GB,512GB,Ryzen 3,FHD,1,41000
05-04-2023,HP Laptop,Laptop,8GB,1TB,i5,FHD,1,50000
05-04-2023,Asus Laptop,Laptop,16GB,1TB,Ryzen 3,FHD,1,46000
05-04-2023,Lenovo Laptop,Laptop,16GB,1TB,Ryzen 7,FHD,1,66000
05-04-2023,Asus Laptop,Laptop,16GB,512GB,i7,4K,1,70000
05-04-2023,Lenovo Laptop,Laptop,8GB,1TB,Ryzen 7,FHD,1,79000
05-04-2023,Lenovo Laptop,Laptop,16GB,512GB,Ryzen 7,4K,1,68000
05-04-2023,Lenovo Laptop,Laptop,8GB,512GB,Ryzen 3,FHD,1,30000
05-04-2023,HP Laptop,Laptop,8GB,512GB,i5,4K,1,68000
05-04-2023,Lenovo Laptop,Laptop,8GB,1TB,i5,FHD,1,60000
05-04-2023,HP Laptop,Laptop,8GB,512GB,i3,FHD,1,41000
05-04-2023,HP Laptop,Laptop,8GB,1TB,Ryzen 5,FHD,1,41000
06-04-2023,Dell Laptop,Laptop,8GB,1TB,i5,4K,1,64000
06-04-2023,Lenovo Laptop,Laptop,8GB,1TB,i7,FHD,1,70000
06-04-2023,Lenovo Laptop,Laptop,8GB,1TB,i5,FHD,1,64000
06-04-2023,Dell Laptop,Laptop,8GB,1TB,i7,FHD,1,69000
06-04-2023,Asus Laptop,Laptop,8GB,1TB,Ryzen 5,4K,1,67000
06-04-2023,Dell Laptop,Laptop,8GB,1TB,Ryzen 5,FHD,1,54000
06-04-2023,Lenovo Laptop,Laptop,8GB,1TB,Ryzen 7,FHD,1,85000
06-04-2023,Lenovo Laptop,Laptop,8GB,1TB,Ryzen 7,FHD,1,72000
06-04-2023,Lenovo Laptop,Laptop,16GB,1TB,Ryzen 5,4K,1,56000
06-04-2023,Asus Laptop,Laptop,8GB,512GB,Ryzen 3,FHD,1,44000
06-04-2023,Lenovo Laptop,Laptop,32GB,1TB,i5,FHD,1,67000
06-04-2023,HP Laptop,Laptop,16GB,1TB,i5,FHD,1,43000
06-04-2023,Dell Laptop,Laptop,8GB,1TB,i7,FHD,1,83000
06-04-2023,HP Laptop,Laptop,8GB,1TB,Ryzen 5,4K,1,46000
07-04-2023,Asus Laptop,Laptop,8GB,1TB,i7,FHD,1,69000
07-04-2023,Lenovo Laptop,Laptop,8GB,512GB,i5,4K,1,46000
07-04-2023,Lenovo Laptop,Laptop,8GB,1TB,i5,FHD,1,56000
07-04-2023,Asus Laptop,Laptop,8GB,512GB,i5,FHD,1,69000
07-04-2023,Dell Laptop,Laptop,8GB,1TB,Ryzen 5,4K,1,45000
07-04-2023,Asus Laptop,Laptop,16GB,1TB,i5,FHD,1,58000
07-04-2023,Asus Laptop,Laptop,8GB,1TB,i5,4K,1,64000
07-04-2023,Lenovo Laptop,Laptop,8GB,512GB,i7,FHD,1,76000
07-04-2023,Dell Laptop,Laptop,8GB,1TB,i5,4K,1,68000
07-04-2023,Lenovo Laptop,Laptop,8GB,1TB,Ryzen 5,FHD,1,50000
07-04-2023,Asus Laptop,Laptop,32GB,512GB,i7,FHD,1,77000
07-04-2023,HP Laptop,Laptop,8GB,2TB,Ryzen 5,4K,1,68000
07-04-2023,HP Laptop,Laptop,16GB,512GB,i7,4K,1,64000
07-04-2023,HP Laptop,Laptop,16GB,1TB,i7,FHD,1,69000
07-04-2023,Lenovo Laptop,Laptop,8GB,2TB,i5,FHD,1,45000
07-04-2023,Dell Laptop,Laptop,16GB,1TB,i5,FHD,1,49000
07-04-2023,Asus Laptop,Laptop,8GB,1TB,Ryzen 5,FHD,1,49000
08-04-2023,Asus Laptop,Laptop,8GB,512GB,Ryzen 7,FHD,1,80000
08-04-2023,Dell Laptop,Laptop,8GB,1TB,Ryzen 5,FHD,1,40000
08-04-2023,HP Laptop,Laptop,16GB,1TB,Ryzen 3,FHD,1,39000
08-04-2023,Lenovo Laptop,Laptop,8GB,1TB,i7,FHD,1,63000
08-04-2023,Asus Laptop,Laptop,8GB,1TB,i7,FHD,1,61000
08-04-2023,HP Laptop,Laptop,8GB,1TB,i5,FHD,1,63000
08-04-2023,Asus Laptop,Laptop,16GB,1TB,Ryzen 5,FHD,1,50000
08-04-2023,HP Laptop,Laptop,16GB,1TB,i7,4K,1,81000
08-04-2023,Asus Laptop,Laptop,8GB,1TB,i5,FHD,1,54000
08-04-2023,Asus Laptop,Laptop,8GB,1TB,i7,4K,1,78000
08-04-2023,Dell Laptop,Laptop,16GB,1TB,Ryzen 3,FHD,1,34000
08-04-2023,Lenovo Laptop,Laptop,16GB,1TB,i7,FHD,1,82000
08-04-2023,HP Laptop,Laptop,16GB,1TB,Ryzen 5,4K,1,44000
08-04-2023,Asus Laptop,Laptop,8GB,2TB,i7,4K,1,83000
08-04-2023,Asus Laptop,Laptop,8GB,512GB,i7,4K,1,85000
08-04-2023,HP Laptop,Laptop,16GB,1TB,i7,4K,1,63000
08-04-2023,HP Laptop,Laptop,16GB,1TB,i5,FHD,1,51000
08-04-2023,Dell Laptop,Laptop,8GB,512GB,i5,4K,1,63000
08-04-2023,Lenovo Laptop,Laptop,16GB,512GB,i3,FHD,1,47000
08-04-2023,Lenovo Laptop,Laptop,16GB,512GB,i5,4K,1,64000
08-04-2023,Asus Laptop,Laptop,8GB,512GB,i7,FHD,1,81000
08-04-2023,Lenovo Laptop,Laptop,8GB,1TB,Ryzen 5,FHD,1,47000
08-04-2023,Lenovo Laptop,Laptop,8GB,1TB,Ryzen 5,FHD,1,57000
08-04-2023,Lenovo Laptop,Laptop,16GB,1TB,Ryzen 5,4K,1,59000
09-04-2023,HP Laptop,Laptop,8GB,1TB,Ryzen 5,FHD,1,68000
09-04-2023,Lenovo Laptop,Laptop,8GB,512GB,i7,FHD,1,73000
09-04-2023,Lenovo Laptop,Laptop,16GB,1TB,i7,4K,1,84000
09-04-2023,Dell Laptop,Laptop,32GB,1TB,Ryzen 5,FHD,1,44000
09-04-2023,Dell Laptop,Laptop,16GB,1TB,Ryzen 5,FHD,1,46000
09-04-2023,Asus Laptop,Laptop,16GB,1TB,Ryzen 5,FHD,1,62000
09-04-2023,Lenovo Laptop,Laptop,8GB,512GB,Ryzen 3,FHD,1,43000
09-04-2023,Dell Laptop,Laptop,8GB,1TB,i5,FHD,1,53000
09-04-2023,Asus Laptop,Laptop,8GB,1TB,i7,4K,1,88000
09-04-2023,Lenovo Laptop,Laptop,8GB,1TB,Ryzen 5,4K,1,46000
09-04-2023,Dell Laptop,Laptop,16GB,512GB,Ryzen 5,FHD,1,42000
09-04-2023,Dell Laptop,Laptop,8GB,1TB,i5,4K,1,60000
09-04-2023,Asus Laptop,Laptop,8GB,2TB,Ryzen 3,FHD,1,38000
09-04-2023,Asus Laptop,Laptop,16GB,512GB,Ryzen 5,FHD,1,69000
09-04-2023,Dell Laptop,Laptop,16GB,1TB,Ryzen 5,FHD,1,57000
09-04-2023,Asus Laptop,Laptop,8GB,1TB,Ryzen 5,FHD,1,53000
09-04-2023,HP Laptop,Laptop,8GB,512GB,Ryzen 5,FHD,1,56000
09-04-2023,Lenovo Laptop,Laptop,16GB,1TB,Ryzen 7,FHD,1,90000
09-04-2023,Asus Laptop,Laptop,8GB,1TB,Ryzen 7,FHD,1,71000
09-04-2023,Lenovo Laptop,Laptop,8GB,1TB,i5,FHD,1,65000
10-04-2023,Dell Laptop,Laptop,16GB,512GB,Ryzen 7,4K,1,61000
10-04-2023,Asus Laptop,Laptop,16GB,512GB,Ryzen 9,4K,1,104000
10-04-2023,Lenovo Laptop,Laptop,16GB,1TB,Ryzen 7,4K,1,76000
10-04-2023,HP Laptop,Laptop,8GB,1TB,Ryzen 3,FHD,1,38000
10-04-2023,Dell Laptop,Laptop,16GB,1TB,i5,4K,1,64000
10-04-2023,Dell Laptop,Laptop,16GB,512GB,Ryzen 5,FHD,1,56000
10-04-2023,HP Laptop,Laptop,8GB,1TB,Ryzen 7,FHD,1,81000
10-04-2023,HP Laptop,Laptop,8GB,512GB,i5,FHD,1,60000
10-04-2023,Asus Laptop,Laptop,8GB,1TB,i7,FHD,1,78000
10-04-2023,Asus Laptop,Laptop,8GB,512GB,i5,FHD,1,67000
10-04-2023,Lenovo Laptop,Laptop,8GB,1TB,i3,FHD,1,34000
10-04-2023,Asus Laptop,Laptop,16GB,1TB,i7,FHD,1,86000
10-04-2023,HP Laptop,Laptop,8GB,512GB,i7,FHD,1,87000
10-04-2023,Lenovo Laptop,Laptop,8GB,1TB,i7,FHD,1,84000
10-04-2023,Dell Laptop,Laptop,8GB,512GB,Ryzen 7,FHD,1,72000
10-04-2023,Lenovo Laptop,Laptop,8GB,1TB,i3,FHD,1,48000
11-04-2023,Asus Laptop,Laptop,8GB,1TB,Ryzen 5,FHD,1,66000
11-04-2023,Asus Laptop,Laptop,16GB,1TB,Ryzen 5,FHD,1,68000
11-04-2023,HP Laptop,Laptop,8GB,1TB,Ryzen 5,FHD,1,65000
11-04-2023,Asus Laptop,Laptop,8GB,1TB,i5,4K,1,58000
11-04-2023,Lenovo Laptop,Laptop,8GB,1TB,i7,FHD,1,79000
11-04-2023,Lenovo Laptop,Laptop,8GB,512GB,Ryzen 5,4K,1,65000
11-04-2023,Asus Laptop,Laptop,16GB,512GB,Ryzen 5,FHD,1,57000
11-04-2023,Lenovo Laptop,Laptop,16GB,1TB,i5,FHD,1,54000
11-04-2023,HP Laptop,Laptop,8GB,512GB,Ryzen 5,4K,1,52000
11-04-2023,Asus Laptop,Laptop,8GB,2TB,i7,FHD,1,88000
11-04-2023,HP Laptop,Laptop,16GB,1TB,Ryzen 7,FHD,1,69000
11-04-2023,Dell Laptop,Laptop,8GB,512GB,Ryzen 5,FHD,1,60000
11-04-2023,HP Laptop,Laptop,8GB,512GB,Ryzen 3,FHD,1,38000
11-04-2023,Asus Laptop,Laptop,8GB,1TB,i5,4K,1,58000
11-04-2023,HP Laptop,Laptop,16GB,1TB,i7,FHD,1,63000
11-04-2023,Dell Laptop,Laptop,16GB,512GB,i7,4K,1,81000
11-04-2023,HP Laptop,Laptop,8GB,512GB,Ryzen 5,FHD,1,45000
12-04-2023,Lenovo Laptop,Laptop,16GB,1TB,i5,4K,1,46000
12-04-2023,Lenovo Laptop,Laptop,8GB,1TB,i5,FHD,1,44000
12-04-2023,Dell Laptop,Laptop,16GB,1TB,i5,4K,1,66000
12-04-2023,HP Laptop,Laptop,16GB,512GB,i7,FHD,1,74000
12-04-2023,Asus Laptop,Laptop,8GB,1TB,Ryzen 5,FHD,1,57000
12-04-2023,Asus Laptop,Laptop,8GB,1TB,i9,4K,1,104000
